Timestamp,Your Name (English or Mandarin OK),"Paper Citation (citation format, as sent to you)",PMID (if applicable),"Is this an original study of heart failure, and not a review paper, clinical device study, or protocol paper?
",Is this a study of human adults? ,"How is heart failure defined in the study? 

Possible answers include medical chart review, EKG, NYHA I-III, or did not specify. ",Country of Study Population ,"Does this study include an untargeted metabolomics measure? For example, LCMS, GCMS, NMR.

If no, select ""No"" then skip the rest of this form, and click submit. ",What type of metabolomics is included in this study,What type of sample is used for metabolomics in this study?,"Does this study measure, or sequence, the microbiome?","If it did measure the microbiome, please briefly provide the body site samples and sequencing method (eg, 16S stool)","Is the metabolomics data from this study publicly available? 

In the data availability statement, it should say if the data was uploaded to a general repository or national library. If it says ""data available upon request"", select no. ","Please copy and paste the data availability statement from the paper here. (Response might be ""No statement"")
","Representativeness of the exposed cohort
Does the study cohort represent heart failure patients in the real world? In other words, was sampling unbiased?
Select 0 or 1:
","Selection of the non-exposed cohort
Basically, are the controls recruited via the same method as those who had heart failure?
Select 0 or 1:
","Ascertainment of exposure
Enter 0 or 1:
Is there an unbiased/biological measure of the exposure? For us, exposure is heart failure status. ","Ascertainment of exposure done prospectively or retrospectively
Enter 0 or 1:
Are patients recruited retrospectively (after heart failure) or prospectively (before heart failure)?","Adjustment for confounding (rendering comparability of cohorts on the basis of the design or analysis)
Add points: Minimum 0, Maximum 2
Does the study mention that smoking, diabetes, or other confounding variables are the same across groups? Or do they use age- and smoking-matched controls? ","Assessment of outcome
Our outcome here is the details of the metabolomics.
Enter 0 or 1:",Do you have other comments or things you want me to know on this paper? ,"What is the number of participants in each condition in this study?

Only need to answer if this is a heart failure study in human adults with metabolomics measures. 

For examine,  HF n = 25; healthy control n = 22"
3/29/2024 17:14:14,EW,Heliyon. 2023 Oct 10;9(10):e20854. doi: 10.1016/j.heliyon.2023.e20854. eCollection 2023 Oct.,37867899,"No, other study/review not about heart failure","yes, human study","well more cardiovascular risk factors than heart failure. but def adverse myocardial infarction, or AMI",Spain,"Yes, measures untargetted metabolomics","LCMS, liquid chromatography mass spectrometry, GCMS, gas chromatography mass spectrometry",Serum,No,,No,Data will be made available on request to corresponding author.,1 = truly representative of the average patient in the community (any heart failure patient),1 = drawn from the same community as the exposed cohort (eg those hospitalized for other reasons),1 = biological test (eg EKG),1 = Prospectively,1 = study accounts/controls for other comorbidities (Diabetes),1 = objective measure (biological specimen used for metabolomics),,
5/7/2024 11:29:03,Jack,Heliyon. 2023 Oct 10;9(10):e20854. doi: 10.1016/j.heliyon.2023.e20854. eCollection 2023 Oct.,37867899,"No, other study/review not about heart failure","yes, human adult study (or combination human + animal)",,,"Measures targeted metabolomics; tags the metabolites (key words: stable isotope, tag)","GC-MS, gas chromatography mass spectrometry, stable isotope dilution liquid chromatography (with/without tandem mass spectrometry)",,,,,,,,,,,,,
5/21/2024 8:27:16,Jack,Heliyon. 2023 Oct 10;9(10):e20854. doi: 10.1016/j.heliyon.2023.e20854. eCollection 2023 Oct.,37867899,"No, other study/review not about heart failure","yes, human adult study (or combination human + animal)",Acute myocardial infarction ,,"Yes, measures untargeted metabolomics","LC-MS/MS, liquid chromatography tandem mass spectrometry, GC-MS, gas chromatography mass spectrometry",Serum,,,,,,,,,,,,
3/29/2024 15:37:56,EW,mSystems. 2023 Dec 21;8(6):e0051523. doi: 10.1128/msystems.00515-23. Epub 2023 Oct 26.,37882579,"Yes, study of heart failure.","yes, human study","HF patients met the 2016 ESC guideline criteria for the diagnosis of heart failure (16), an integration of at least one of the following: elevated natriuretic peptide levels; objective evidence of cardiogenic pulmonary or body circulation stasis, including imaging (e.g., chest radiograph and echocardiogram); and resting or stress hemodynamic monitoring (e.g., right heart catheter and pulmonary artery catheter).",China,"Yes, measures untargetted metabolomics",,Fecal / Stool sample,Yes,16S stool,Yes,"The microbiota data are available in the National Center for Biotechnology Information [NCBI (https://www.ncbi.nlm.nih.gov)], under the accession number PRJNA993098. The metabolites data are available in MetaboLights [MTBLS (https://www.ebi.ac.uk/metabolights)], under the accession number MTBLS8183. The STORMS checklist is available in the Mendeley Data Repository (https://data.mendeley.com/datasets/vkgzyz6997/1).",1 = truly representative of the average patient in the community (any heart failure patient),"0 = drawn from a different source (eg, nonhospitalized controls)",1 = biological test (eg EKG),0 = Retrospectively  (likely all HF studies will fall under this category as people are typically samples after having HF),1 = study accounts/controls for other comorbidities (Diabetes),1 = objective measure (biological specimen used for metabolomics),,
4/22/2024 14:36:35,Kiramat Ullah,"Landscape of gut microbiota and metabolites and their interaction in comorbid heart failure and depressive symptoms: a random forest analysis studyHuang K, Duan J, Wang R, Ying H, Feng Q, Zhu B, Yang C, Yang L.mSystems. 2023 Dec 21;8(6):e0051523. doi: 10.1128/msystems.00515-23. Epub 2023 Oct 26.Huang KmSystems20232023/10/26PMC10734515
1. 10.1128/msystems.00515-23",37882579,"Yes, study of heart failure.","yes, human adult study (or combination human + animal)",ESC Guidelines 2016,China,"Yes, measures untargeted metabolomics","GC-MS, gas chromatography mass spectrometry",Fecal / Stool sample,Yes,16S stool,Yes,"The microbiota data are available in the National Center for Biotechnology Information [NCBI (https://www.ncbi.nlm.nih.gov)], under the accession number PRJNA993098. The metabolites data are available in MetaboLights [MTBLS (https://www.ebi.ac.uk/metabolights)], under the accession number MTBLS8183. The STORMS checklist is available in the Mendeley Data Repository (https://data.mendeley.com/datasets/vkgzyz6997/1).",1 = somewhat representative of the average patient in the community (eg only heart failure subtype or specific comorbidities),0 = no description of the derivation of the non-exposed cohort,1 = biological test (eg EKG),0 = Retrospectively  (likely all HF studies will fall under this category as people are typically samples after having HF),0 = no adjustment for or discussion of potential confounders,1 = objective measure (biological specimen used for metabolomics),,"HF n= 71, HC=24"
4/23/2024 17:37:49,Jack,"Landscape of gut microbiota and metabolites and their interaction in comorbid heart failure and depressive symptoms: a random forest analysis studyHuang K, Duan J, Wang R, Ying H, Feng Q, Zhu B, Yang C, Yang L.mSystems. 2023 Dec 21;8(6):e0051523. doi: 10.1128/msystems.00515-23. Epub 2023 Oct 26.Huang KmSystems20232023/10/26PMC10734515
10.1128/msystems.00515-23",37882579,"Yes, study of heart failure.","yes, human adult study (or combination human + animal)",2016 ESC guideline,China,"Yes, measures untargeted metabolomics","GC-MS, gas chromatography mass spectrometry",Fecal / Stool sample,Yes,16S rRNA sequencing,No,No statement,1 = somewhat representative of the average patient in the community (eg only heart failure subtype or specific comorbidities),1 = drawn from the same community as the exposed cohort (eg those hospitalized for other reasons),1 = biological test (eg EKG),0 = Retrospectively  (likely all HF studies will fall under this category as people are typically samples after having HF),"1 = study accounts/controls for other comorbidities (Diabetes,  age, smoking, etc.)",1 = objective measure (biological specimen used for metabolomics),,"HF-DS  (with depress, n = 35); HF-NDS (without depress, n = 36); HC (control, n = 24)"
4/23/2024 22:04:36,YiChan Lee,"Landscape of gut microbiota and metabolites and their interaction in comorbid heart failure and depressive symptoms: a random forest analysis studyHuang K, Duan J, Wang R, Ying H, Feng Q, Zhu B, Yang C, Yang L.mSystems. 2023 Dec 21;8(6):e0051523. doi: 10.1128/msystems.00515-23. Epub 2023 Oct 26.Huang KmSystems20232023/10/26PMC10734515
10.1128/msystems.00515-23",37882579,"Yes, study of heart failure.","yes, human adult study (or combination human + animal)","HF patients met the 2016 ESC guideline criteria for the diagnosis of heart failure (16), an integration of at least one of the following: elevated natriuretic peptide levels; objective evidence of cardiogenic pulmonary or body circulation stasis, including imaging (e.g., chest radiograph and echocardiogram); and resting or stress hemodynamic monitoring (e.g., right heart catheter and pulmonary artery catheter).",USA,"Yes, measures untargeted metabolomics","GC-MS, gas chromatography mass spectrometry",Fecal / Stool sample,Yes,16S rRNA sequencing,No,,1 = truly representative of the average patient in the community (any heart failure patient),1 = drawn from the same community as the exposed cohort (eg those hospitalized for other reasons),1 = biological test (eg EKG),0 = Retrospectively  (likely all HF studies will fall under this category as people are typically samples after having HF),"1 = study accounts/controls for other comorbidities (Diabetes,  age, smoking, etc.)",1 = objective measure (biological specimen used for metabolomics),, HF n=71 control n = 24
4/25/2024 16:41:33,Leise,"Landscape of gut microbiota and metabolites and their interaction in comorbid heart failure and depressive symptoms: a random forest analysis studyHuang K, Duan J, Wang R, Ying H, Feng Q, Zhu B, Yang C, Yang L.mSystems. 2023 Dec 21;8(6):e0051523. doi: 10.1128/msystems.00515-23. Epub 2023 Oct 26.Huang KmSystems20232023/10/26PMC10734515
1. 10.1128/msystems.00515-23",37882579,"Yes, study of heart failure.","yes, human adult study (or combination human + animal)",HF patients met the 2016 ESC guideline criteria for the diagnosis of heart failure.,China,"Yes, measures untargeted metabolomics","LC-MS, liquid chromatography mass spectrometry",Fecal / Stool sample,Yes,paired-end sequencing fecal sample,No,"ASM does not own the copyrights to Supplemental Material that may be linked to, or accessed through, an article. The authors have granted ASM a non-exclusive, world-wide license to publish the Supplemental Material files. Please contact the corresponding author directly for reuse.",1 = somewhat representative of the average patient in the community (eg only heart failure subtype or specific comorbidities),"0 = drawn from a different source (eg, nonhospitalized controls)",1 = biological test (eg EKG),0 = Retrospectively  (likely all HF studies will fall under this category as people are typically samples after having HF),0 = no adjustment for or discussion of potential confounders,1 = objective measure (biological specimen used for metabolomics),,HF n = 71; healthy control n = 24
3/29/2024 17:18:09,EW,Biomedicines. 2023 Oct 5;11(10):2712. doi: 10.3390/biomedicines11102712.,37893086,"No, review paper, randomized control trial, or other type of paper not collecting observational data or not about heart failure.","no, animal model / cell experiement",,,"Yes, measures untargetted metabolomics",,,Yes,,No,only says graphical abstract made with biorender,,,,,,,,
4/2/2024 12:45:07,EW,Biomedicines. 2023 Oct 5;11(10):2712. doi: 10.3390/biomedicines11102712.,37893086,"No, review paper, randomized control trial, or other type of paper not collecting observational data or not about heart failure.","no, animal model / cell experiement",,,"No, does not measure metabolomics",,,No,,,,,,,,,,,
5/21/2024 8:30:09,Jack,Biomedicines. 2023 Oct 5;11(10):2712. doi: 10.3390/biomedicines11102712.,37893086,"No, other study/review not about heart failure",does not apply (eg review paper),,,"No, does not measure metabolomics or does not apply",,,,,,,,,,,,,,
3/29/2024 16:53:21,EW,NPJ Biofilms Microbiomes. 2023 Oct 30;9(1):82. doi: 10.1038/s41522-023-00448-7.,37903770,"No, review paper, randomized control trial, or other type of paper not collecting observational data or not about heart failure.",,,,,,,,,,,,,,,,,,
5/6/2024 17:41:16,Jack,NPJ Biofilms Microbiomes. 2023 Oct 30;9(1):82. doi: 10.1038/s41522-023-00448-7.,37903770,"No, review paper of heart failure",does not apply (eg review paper),,,"No, does not measure metabolomics or does not apply",,,,,,,,,,,,,,
3/29/2024 16:57:17,EW,Front Immunol. 2023 Oct 16;14:1254762. doi: 10.3389/fimmu.2023.1254762. eCollection 2023.,37908354,"No, review paper, randomized control trial, or other type of paper not collecting observational data or not about heart failure.","no, animal model / cell experiement",,,,,,,,,,,,,,,,,
5/6/2024 17:56:58,Jack,Front Immunol. 2023 Oct 16;14:1254762. doi: 10.3389/fimmu.2023.1254762. eCollection 2023,37908354,"Yes, study of heart failure.","no, animal model / cell experiement / human child, etc",,,"No, does not measure metabolomics or does not apply",,,,,,,,,,,,,,
3/29/2024 17:00:34,EW,Heart Surg Forum. 2023 Oct 15;26(5):E498-E511. doi: 10.59958/hsf.5775.,37920088,"Yes, study of heart failure.","no, animal model / cell experiement",,,,,,,,,,,,,,,,,
5/7/2024 8:25:55,Jack,Heart Surg Forum. 2023 Oct 15;26(5):E498-E511. doi: 10.59958/hsf.5775.,37920088,"No, other study/review not about heart failure","yes, human adult study (or combination human + animal)",,,"No, does not measure metabolomics or does not apply",,,,,,,,,,,,,,
4/23/2024 10:03:50,EW,10.1016/j.cpcardiol.2023.102179,37923029,"No, review paper of heart failure",does not apply (eg review paper),,,"No, does not measure metabolomics or does not apply",,,,,,,,,,,,,,
3/29/2024 16:46:51,EW,Nat Commun. 2023 Nov 9;14(1):7249. doi: 10.1038/s41467-023-43167-5.,37945565,"No, other study/review not about heart failure","yes, human study",confirmed by a board-certified cardiologist using electrocardiograph and angiography,Taiwan (ROC),"Yes, measures untargetted metabolomics","LCMS, liquid chromatography mass spectrometry, NMR, Nuclear magnetic resonance spectrometry",Plasma,Yes,V3V4 16S stool,Yes, The LC-MS data used in this study are available in the MetaboLights database under accession code MTBLS8802. The raw sequences used in this study are available in the NCBI SRA database [Accession number: PRJNA1031545]. Source data are provided with this paper.,1 = truly representative of the average patient in the community (any heart failure patient),1 = drawn from the same community as the exposed cohort (eg those hospitalized for other reasons),1 = biological test (eg EKG),0 = Retrospectively  (likely all HF studies will fall under this category as people are typically samples after having HF),1 = study accounts/controls for other comorbidities (Diabetes),1 = objective measure (biological specimen used for metabolomics),it's us!,
5/6/2024 17:28:01,Jack,Nat Commun. 2023 Nov 9;14(1):7249. doi: 10.1038/s41467-023-43167-5.,37945565,"No, other study/review not about heart failure","yes, human adult study (or combination human + animal)",,,"Yes, measures untargeted metabolomics",UHPLC/Q-TOF-MS ,,,,,,,,,,,,,
3/29/2024 16:40:36,EW,Medicine (Baltimore). 2023 Nov 10;102(45):e35795. doi: 10.1097/MD.0000000000035795.,37960774,"No, review paper, randomized control trial, or other type of paper not collecting observational data or not about heart failure.",,,,,,,,,,,,,,,,,,
4/26/2024 12:12:45,Leise,Medicine (Baltimore). 2023 Nov 10;102(45):e35795. doi: 10.1097/MD.0000000000035795.,37960774,"No, review paper of heart failure",does not apply (eg review paper),,,"No, does not measure metabolomics or does not apply",,,,,,,,,,,,,,
4/26/2024 10:51:17,Leise,Microb Biotechnol. 2024 Jan;17(1):e14365. doi: 10.1111/1751-7915.14365. Epub 2023 Nov 20.,37983627,"Yes, study of heart failure.","yes, human adult study (or combination human + animal)",The patient meets the diagnostic criteria of 2022 AHA/ACC/HFSA Guideline for the Management of Heart Failure. NYHA's cardiac function classification is Ⅱ ~ Ⅳ.,China,"Yes, measures untargeted metabolomics",UPLC-Q-TOF–MS,Serum,Yes,paired-end sequencing for rat fecal samples only,No,The data used and/or analysed to support the findings of this study are available in this paper or the Supplementary Information. Any other raw data that support the findings of this study are available from the corresponding author upon reasonable request.,1 = truly representative of the average patient in the community (any heart failure patient),"0 = drawn from a different source (eg, nonhospitalized controls)",1 = biological test (eg EKG),0 = Retrospectively  (likely all HF studies will fall under this category as people are typically samples after having HF),"1 = study accounts/controls for other comorbidities (Diabetes,  age, smoking, etc.)",1 = objective measure (biological specimen used for metabolomics),,HF n = 35; healthy control n = 34
4/29/2024 9:10:58,EW,"Lau ES, Roshandelpoor A, Zarbafian S, Wang D, Guseh JS, Allen N, Varadarajan V, Nayor M, Shah RV, Lima JAC, Shah SJ, Yu B, Alotaibi M, Cheng S, Jain M, Lewis GD, Ho JE. Eicosanoid and eicosanoid-related inflammatory mediators and exercise intolerance in heart failure with preserved ejection fraction. Nat Commun. 2023 Nov 20;14(1):7557. doi: 10.1038/s41467-023-43363-3. PMID: 37985769; PMCID: PMC10662264.",37985769,"Yes, study of heart failure.","yes, human adult study (or combination human + animal)",HFpEF was defined using physiologic criteria including (1) evidence of elevated left ventricular filling pressures at rest (resting supine PCWP ≥ 15 mmHg) or during exercise (peak exPCWP ≥ 15 mmHg and abnormally steep increase in the PCWP relative to CO during exercise (ΔPCWP/ΔCO slope >2.0 mmHg/L/min) and (2) impaired peak oxygen consumption (% predicted peak VO2 < 80%).,united states,"Yes, measures untargeted metabolomics","UPLC–MS/MS, ultra-performance liquid chromatography–tandem mass spectrometry",Plasma,No,,,All raw LC-MS mass spectrometry data files have been deposited in the public UCSD massive data repository (https://massive.ucsd.edu/) under dataset identifier MSV000092775 and can be directly accessed at https://massive.ucsd.edu/ProteoSAFe/dataset.jsp?task=e17abc86a3254eb09d0147b4473369fc,1 = somewhat representative of the average patient in the community (eg only heart failure subtype or specific comorbidities),"0 = drawn from a different source (eg, nonhospitalized controls)",,0 = Retrospectively  (likely all HF studies will fall under this category as people are typically samples after having HF),"1 = study accounts/controls for other comorbidities (Diabetes,  age, smoking, etc.)",1 = objective measure (biological specimen used for metabolomics),,HF = 510; not HF 5192 
